,Address,Walk_Score,Transit_Score,Bike_Score
2960,"0 Vista Ave, Escondido, CA 92026",42,16,38
2961,"2801 Ep True Pkwy UNIT 803, West Des Moines, IA 50265",34,0,36
2962,"4781 Felton St, San Diego, CA 92116",86,42,71
2963,"4021 King St, Denver, CO 80211",76,42,71
2964,"4139-43 Louisiana St, San Diego, CA 92104",87,57,63
2965,"204 Playa Tronones Ave, El Paso, TX 79912",3,17,26
2966,"24463 Linda Ln, Porter, TX 77365",14,0,32
2967,"Cascade Plan, Beaverbrooke Point",61,0,0
2968,"607 W Brockett St, Sherman, TX 75092",49,0,34
2969,"2812 Carey Ave, Davenport, IA 52803",41,0,64
2970,"2255 E Alameda Ave, Denver, CO 80209",61,43,79
2971,"7155 Piper Meadows Dr, Victor, NY 14564",16,0,24
2972,"747 Saddleridge Dr, Wimberley, TX 78676",0,0,21
2973,"4709 Brookshire Pl, Sioux City, IA 51106",55,23,38
2974,"123 John St APT 6, Seattle, WA 98109",93,76,66
2975,"11510 Piping Rock Dr, Houston, TX 77077",66,49,49
2976,"8382 Via Rancho Cielo LOT 94, Rancho Santa Fe, CA 92067",0,0,0
2977,"30 Chaparral Dr, Gainesville, TX 76240",0,0,6
2978,"1127 Valencia Dr, Escondido, CA 92025",10,14,28
2979,"13334 NE 154th Dr #7, Woodinville, WA 98072",0,0,0
2980,"5770 Winfield Blvd SPACE 67, San Jose, CA 95123",55,33,73
2981,"5676 Brook View Ave, Des Moines, IA 50317",7,0,24
2982,"7712 Prairie View Dr, Watauga, TX 76034",0,0,25
2983,"4401 81st St, Urbandale, IA 50322",47,0,36
2984,"1250 E 37th St, Des Moines, IA 50317",25,27,26
2985,"334 Santana Row APT 326, San Jose, CA 95128",87,49,81
2986,"1015 Lakeland Cir, Rosharon, TX 77583",0,0,25
2987,"406 S 33rd St, San Diego, CA 92113",66,55,43
2988,"2094 E Grand Ave UNIT 1, Escondido, CA 92027",54,36,0
2989,"158 Milandy St, Brentwood, NY 11717",42,0,0
2990,"56 Southgate Rd, Cheektowaga, NY 14215",29,36,41
2991,"207 Prairie St, Bayard, IA 50029",14,0,32
2992,"2930 Burnt Oak St, San Antonio, TX 78232",24,26,33
2993,"460 S Marion Pkwy APT 1454, Denver, CO 80209",55,37,84
2994,"2053 Manchester Ave, Escondido, CA 92027",45,35,0
2995,"9318 Twin Mountain Cir, San Diego, CA 92126",82,40,71
2996,"3323 Stonehurst Ct, Pearland, TX 77584",3,0,25
2997,"106 Grecian Pkwy, Rochester, NY 14626",20,29,0
2998,"10265 Rue Chamonix, San Diego, CA 92131",0,0,0
2999,"10700 Meadow Glen Way E, Escondido, CA 92026",5,0,9
3000,"4913 S Field Ct, Denver, CO 80123",48,35,54
3001,"3228 Hidden Estate Ln, Escondido, CA 92027",2,17,0
3002,"375 Kincora Ct, San Jose, CA 95136",53,43,60
3003,"405 S 6th St, Dunlap, IA 51529",29,0,31
3004,"2712 Deerpark Dr, San Diego, CA 92110",72,36,42
3005,"101 N Hill St, Valley View, TX 76272",23,0,30
3006,"Legacy Plan, Central Park : The Generations Collection",0,100,0
3007,"3228 National Ave, San Diego, CA 92113",76,55,50
3008,"12266 Kingsgate Sq, San Diego, CA 92128",11,19,13
3009,"5 S 5th St, Eldridge, IA 52748",63,0,51
3010,"319 E 8th St N, Newton, IA 50208",62,0,48
3011,"3555 Ivalynn Ct, San Jose, CA 95132",37,35,54
3012,"Plan 5 Plan, Marea",0,100,0
3013,"2 Newburg Rd, Grinnell, IA 50112",0,0,16
3014,"13914 Cartage Knolls Dr, Cypress, TX 77429",21,0,32
3015,"1014 Hillcrest Dr, Fairfield, IA 52556",17,0,47
3016,"84-70 129th St APT 4N, Kew Gardens, NY 11415",0,100,0
3017,"403 & 409 S Lone Tree Rd, Greenacres, WA 99016",3,19,25
3018,"1540 Glenpine Dr, San Jose, CA 95125",65,40,76
3019,"1080 Park Blvd UNIT 1801, San Diego, CA 92101",99,80,84
3020,"4041 Oakcrest Dr UNIT 301, San Diego, CA 92105",76,54,36
3021,"13933 N Cabana St, Corpus Christi, TX 78418",9,0,0
3022,"440 E 79th St APT 14C, New York, NY 10075",0,100,0
3023,"3604 Frio Ave, McAllen, TX 78504",3,0,27
3024,"6317 9th Ave NE #C, Seattle, WA 98115",97,71,99
3025,"LOT 1 Lee Rd, Bastrop, TX 78602",0,0,24
3026,"6921 E Arkansas Ave, Denver, CO 80224",52,42,74
3027,"3243 Maxroy St, Houston, TX 77008",23,37,34
3028,"815 Orian Dr, Mesquite, TX 75181",24,0,29
3029,"202 M St NE, Auburn, WA 98002",78,36,49
3030,"3554 Caminito El Rincon UNIT 59, San Diego, CA 92130",51,0,36
3031,"13 Davidson St, Greene, NY 13778",29,0,36
3032,"12046 Caminito Campana, San Diego, CA 92128",60,33,46
3033,"34 Tiki Dr, Galveston, TX 77554",3,0,31
3034,"2395 S Saint Paul St, Denver, CO 80210",59,48,80
3035,"14457 Old Creek Rd, San Diego, CA 92131",1,0,11
3036,"1264 Hagen Oakes Ct, Escondido, CA 92026",17,26,18
3037,"324 N Willow Rd, Spokane Valley, WA 99206",55,35,59
3038,"Residence 3 Plan, Canopy Grove Reflection",19,16,36
3039,"1069 S 7th St, San Jose, CA 95112",84,49,89
3040,"205 Cypress Dr, Huxley, IA 50124",54,0,33
3041,"5606 Brook View Ave, Des Moines, IA 50317",7,0,24
3042,"1629 Garden Ave, Waterloo, IA 50701",33,21,51
3043,"865 Brook Canyon Rd, Escondido, CA 92025",22,30,0
3044,"5671 Brook View Ave, Des Moines, IA 50317",7,0,24
3045,"722 NW 116th Cir, Vancouver, WA 98685",15,17,0
3046,"Residence 3 Plan, Canopy Grove Sanctuary",29,16,0
3047,"310 E 49th St APT 10-B, New York, NY 10017",0,100,0
3048,"1616 Carpenter Dr, Plano, TX 75074",86,53,78
3049,"28218 51st Pl S, Auburn, WA 98001",15,18,0
3050,"13968 Chicarita Creek Rd, San Diego, CA 92128",40,35,33
3051,"4835 55th St, San Diego, CA 92115",38,49,20
3052,"1283 Eolus Ave, Encinitas, CA 92024",35,25,31
3053,"1765 NW 73rd Pl, Ankeny, IA 50023",3,0,0
3054,"2150 Almaden Rd #12, San Jose, CA 95125",33,43,76
3055,"785 State St, San Jose, CA 95110",89,59,93
3056,"29 Emerson Ave, Chautauqua, NY 14722",26,0,0
3057,"502 Millpond Dr #502, San Jose, CA 95125",0,0,0
3058,"2209 165th St E, Tacoma, WA 98445",11,0,30
3059,"315 N 20th St, San Jose, CA 95112",77,54,80
3060,"4836 Bermuda Ave, San Diego, CA 92107",68,34,59
3061,"5420 Perth St, Denver, CO 80249",3,39,28
3062,"14 Cherry St, Franklinville, NY 14737",45,0,42
3063,"2221 Hartford St, San Diego, CA 92110",51,26,32
3064,"816 Marigold Dr, Cedar Hill, TX 75104",40,0,0
3065,"1949 S Columbine St, Denver, CO 80210",69,53,81
3066,"824 Linda Ave, Gold Bar, WA 98251",44,0,40
3067,"27-27 Hendricks Rd, Bolton Landing, NY 12814",4,0,0
3068,"207 5th Ave #854, San Diego, CA 92101",0,100,0
3069,"0 Fm 465, Marion, TX 78124",26,0,33
3070,"620 State St UNIT 114, San Diego, CA 92101",95,81,85
3071,"2634 Farnam St, Davenport, IA 52803",53,0,59
3072,"4972 Gunston Ct, San Diego, CA 92130",5,0,4
3073,"145 S Rife St, Aransas Pass, TX 78336",64,0,54
3074,"2873 B St, San Diego, CA 92102",83,43,64
3075,"21 Penny Dr, Calverton, NY 11933",19,0,39
3076,"8024 150th St SE, Snohomish, WA 98296",2,0,0
3077,"5619 Burning Tree Dr, El Paso, TX 79912",3,20,0
3078,"540 W Grand Ave LOT 1-8, Escondido, CA 92025",86,55,56
3079,"324 Post Ave APT 9I, Westbury, NY 11590",82,0,50
3080,"1120 Eagles Crest Dr, Davenport, IA 52804",4,0,26
3081,"5147 Clay St, Denver, CO 80221",56,40,55
3082,"5646 Brook View Ave, Des Moines, IA 50317",7,0,24
3083,"12728 Camino De La Breccia UNIT 14, San Diego, CA 92128",7,0,30
3084,"1001 E 32nd St, Houston, TX 77022",48,44,62
3085,"2201 Vance Dr, Forney, TX 75126",1,0,29
3086,"351 Westchester Blvd, Buffalo, NY 14217",55,36,0
3087,"150 Harold Rd, Woodmere, NY 11598",39,0,0
3088,"585 Breckenridge St, Buffalo, NY 14222",91,51,75
3089,"20760 Old Highway 105 E, Cleveland, TX 77328",0,0,26
3090,"5805 Rancho Ln, McKinney, TX 75070",30,0,35
3091,"8020 Entrada De Luz W, San Diego, CA 92127",5,0,17
3092,"2342 Mammoth Dr, San Jose, CA 95116",77,52,62
3093,"22607 Bolanzo Ln, New Caney, TX 77357",5,0,26
3094,"3325 W 32nd Ave, Denver, CO 80211",85,43,94
3095,"1619 S 14th St, Clinton, IA 52732",28,23,28
3096,"5891 Antigua Blvd, San Diego, CA 92124",45,18,52
3097,"11404 S Keeney Rd, Spokane, WA 99224",0,0,25
3098,"632 3rd St NE, Mason City, IA 50401",42,27,58
3099,"6255 Rancho Mission Rd UNIT 324, San Diego, CA 92108",52,44,30
3100,"2266 Dutton Ln, Madisonville, TX 77864",0,0,25
3101,"3749 Fallon Cir, San Diego, CA 92130",72,0,59
3102,"230 Christopher Ave, Waukee, IA 50263",18,0,42
3103,"20602 Aspen Canyon Dr, Katy, TX 77450",21,0,0
3104,"7310 Estrella De Mar Rd #16, Carlsbad, CA 92009",38,26,0
3105,"3700 E Amherst Ave, Denver, CO 80210",78,45,78
3106,"9705 Indina Hills Dr, Austin, TX 78717",8,0,40
3107,"3854 Cas Dr, San Jose, CA 95111",65,51,73
3108,"7347 Almaden Ln, Carlsbad, CA 92009",15,23,12
3109,"5161 Gardena Ave, San Diego, CA 92110",21,42,27
3110,"27607 SE 392nd St, Auburn, WA 98022",1,0,0
3111,"3600 Dubuque Ave, Des Moines, IA 50317",26,28,28
3112,"2032 Norfolk St, Houston, TX 77098",89,47,71
3113,"8450 Fm 1696 Rd, Bedias, TX 77831",0,0,25
3114,"1024 Imperial St, Portland, TX 78374",20,0,0
3115,"2120 N Downing St UNIT 200, Denver, CO 80205",86,58,94
3116,"87 El Brazo LOT 87, Rancho Santa Fe, CA 92067",0,0,0
3117,"Revive Plan, Vitality Collection",1,16,27
3118,"414 Belmont Ave, Waterloo, IA 50701",42,27,74
3119,"1708 Ozark Ave, McAllen, TX 78504",0,0,30
3120,"12 Blueberry Ct, East Quogue, NY 11942",3,0,35
3121,"4132 Campus Ave APT 8, San Diego, CA 92103",92,56,74
3122,"337 Robinson Dr, Fort Dodge, IA 50501",11,22,18
3123,"421 W High Rd, Norwalk, IA 50211",39,0,48
3124,"10614 Rolling Pines Dr, Tyler, TX 75707",1,0,17
3125,"4045 Couts St, San Diego, CA 92103",57,57,39
3126,"Holland Plan, Trestle Ridge Estates",6,0,37
3127,"3529 Laurashawn Ln, Escondido, CA 92026",12,0,0
3128,"1208 Howard Rd, Storm Lake, IA 50588",0,0,29
3129,"8355 Station Village Ln UNIT 4217, San Diego, CA 92108",69,47,59
3130,"4018 Rayado Creek Dr, Corpus Christi, TX 78414",59,34,53
3131,"5283 La Paz Dr, San Diego, CA 92114",53,47,35
3132,"9518 18th Street Ct E, Edgewood, WA 98371",17,0,32
3133,"377 Shadow Run Dr, San Jose, CA 95110",69,49,82
3134,"9533 Sage Hill Way, Escondido, CA 92026",1,0,0
3135,"4821 Bella Pacific Row UNIT 211, San Diego, CA 92109",36,33,57
3136,"910 NE Ravenna Blvd, Seattle, WA 98115",97,62,96
3137,"6130 Monterey Hwy SPACE 173, San Jose, CA 95138",4,17,54
3138,"15703 NE 183rd St, Brush Prairie, WA 98606",0,0,25
3139,"386 Blossom Hill Rd, San Jose, CA 95123",72,44,52
3140,"2904 McCullough Rd, Yakima, WA 98903",0,0,0
3141,"13069 Via Latina, Del Mar, CA 92014",20,0,16
3142,"301 E 69th St APT 12A, New York, NY 10021",0,100,0
3143,"104-28 Corona Ave #1, Corona, NY 11368",93,82,56
3144,"11045 Bootes St, San Diego, CA 92126",55,32,59
3145,"11782 Alps Way, Escondido, CA 92026",0,0,0
3146,"3003 Godric Hollow Ln, Rosenberg, TX 77471",6,0,41
3147,"0 Vernon St, West Burlington, IA 52655",46,0,49
3148,"2669 Clermont St, Denver, CO 80207",59,48,89
3149,"1357 Circle Dr E, North Baldwin, NY 11510",49,36,47
3150,"1700 Forest Pkwy, Denver, CO 80220",71,50,73
3151,"3853 8th Ave, San Diego, CA 92103",90,56,63
3152,"811 Euclid Ave, Waterloo, IA 50701",38,21,37
3153,"1233 22nd St UNIT 16, San Diego, CA 92102",84,42,57
3154,"3659 Jason St, Denver, CO 80211",85,57,90
3155,"2040 Veronica Pl, San Jose, CA 95124",71,38,70
3156,"15 S Irwinwood Rd, Lancaster, NY 14086",38,0,0
3157,"2300 Valley Pkwy, Escondido, CA 92027",33,36,54
3158,"1050 S 12th St, Slaton, TX 79364",29,0,35
3159,"1344 Monitor Rd, San Diego, CA 92110",77,56,52
3160,"16304 Avenida Venusto UNIT E, San Diego, CA 92128",29,37,26
3161,"804 West St, San Diego, CA 92113",69,52,48
3162,"3315 Cadbury Dr, San Antonio, TX 78247",11,21,25
3163,"The Saguaro (360) Plan, Turner's Crossing - Americana Collection",0,0,17
3164,"Aldridge Plan, Woods of Copper Creek",78,60,55
3165,"60 Main St, Salem, NY 12865",22,0,31
3166,"1223 Curtiss Ave, San Jose, CA 95125",79,48,90
3167,"2678 S Humboldt St, Denver, CO 80210",49,33,76
3168,"61-45 69th St, Middle Village, NY 11379",74,68,49
3169,"0 County Road 230, Bay City, TX 77414",0,0,24
3170,"978 Granger St, San Diego, CA 92154",63,0,59
3171,"360 W 22nd St APT 14G, New York, NY 10011",100,100,88
3172,"1112 Neah Dr, Fox Island, WA 98333",0,0,16
3173,"340 70th St, Dows, IA 50071",0,0,24
3174,"7210 NE 149th Pl, Kenmore, WA 98028",29,25,33
3175,"330 Willie James Jones Ave, San Diego, CA 92102",64,60,33
3176,"56 Maple Ave, Warwick, NY 10990",0,0,0
3177,"2800 Umatilla St, Denver, CO 80211",94,82,79
3178,"1614 Ralene Pl, San Jose, CA 95131",38,44,56
3179,"18201 NE 26th St, Vancouver, WA 98684",8,0,0
3180,"1902 Nomas St, Dallas, TX 75212",56,39,44
3181,"1102 9th Ave E, Oskaloosa, IA 52577",23,0,56
3182,"2406 Frank Henderson Jr Dr, Dallas, TX 75216",40,48,27
3183,"4902 W Oxford Ave, Denver, CO 80236",10,25,40
3184,"610 Minor Ave, San Jose, CA 95125",62,63,90
3185,"5255 Memphis St UNIT 310, Denver, CO 80239",17,34,48
3186,"2973 Grape St, Denver, CO 80207",58,45,87
3187,"467 Harrison St, Denver, CO 80206",75,48,71
3188,"39 S Almondell Way, The Woodlands, TX 77354",0,0,0
3189,"302 Beechwood Dr, Trinity, TX 75862",0,0,23
3190,"1027 SW 352nd St, Federal Way, WA 98023",26,29,0
3191,"312 Sandhill Piper St, Leander, TX 78641",0,0,17
3192,"3041 12th Ave W, Seattle, WA 98119",64,59,49
3193,"311 Elm St, Pella, IA 50219",15,0,32
3194,"750 Windrock Dr, San Antonio, TX 78239",22,26,31
3195,"1363 Dewey Ave, Rochester, NY 14613",68,42,56
3196,"909 Otto Ct, San Jose, CA 95132",4,0,19
3197,"1254 7th Ave N, Fort Dodge, IA 50501",56,22,63
3198,"18971 Caminito Cantilena UNIT 12, San Diego, CA 92128",13,0,36
3199,"0 N Masters Rd, Manvel, TX 77578",2,0,25
3200,"5845 Friars Rd APT 1203, San Diego, CA 92110",43,47,64
3201,"680 W 204th St APT 1B, New York, NY 10034",98,86,66
3202,"3649 Freighter Pl, Bremerton, WA 98312",1,9,9
3203,"54 Windsong Dr, Queensbury, NY 12804",15,0,30
3204,"Young Rd, Evansdale, IA 50707",2,0,25
3205,"1747 Hidden Brook Dr, Grand Prairie, TX 75050",9,0,23
3206,"1631 Amberly Ln, San Jose, CA 95121",66,38,58
3207,"527 10th Ave UNIT 704, San Diego, CA 92101",99,80,88
3208,"8314 Caroline Ridge Dr, Humble, TX 77396",1,0,27
3209,"620 Park Ave FLOOR 4, New York, NY 10065",99,100,63
3210,"1850 Evans Ln SPACE 76, San Jose, CA 95125",33,42,62
3211,"1424 71st St APT 1, Brooklyn, NY 11228",89,73,57
3212,"3215 Clark Ave, Vancouver, WA 98661",39,40,42
3213,"1109 330th St S, Roy, WA 98580",1,0,25
3214,"40 Dellmarie Ln, Nesconset, NY 11767",23,0,0
3215,"2918 Via Encinitas, San Jose, CA 95132",34,48,45
3216,"3131 E Alameda Ave UNIT 2001, Denver, CO 80209",61,43,96
3217,"17517 36th St NW, Lakebay, WA 98349",0,0,15
3218,"7209 Via Vico, San Jose, CA 95129",83,37,75
3219,"3006 Greenwich St, Carlsbad, CA 92010",19,16,15
3220,"620 N Larkspur Ln, Othello, WA 99344",39,0,40
3221,"3028 Leigh Ave, San Jose, CA 95124",66,35,66
3222,"1155 McKendrie St, San Jose, CA 95126",47,47,77
3223,"315 River Ridge St, Dubuque, IA 52003",13,19,25
3224,"1443 Woolworth St, Elmont, NY 11003",69,43,0
3225,"365 Garfield St, Denver, CO 80206",78,50,64
3226,"LOT 306 Merion Ct, Graford, TX 76449",5,0,15
3227,"0 Harmony Grove Rd LOT 0, Escondido, CA 92029",2,8,5
3228,"1304 Creekside Dr, Tiffin, IA 52340",0,0,15
3229,"509 Ross Pl, Oceanside, NY 11572",11,0,0
3230,"3006 Englewood Ave #32, Yakima, WA 98902",0,0,0
3231,"7665 E Eastman Ave APT B302, Denver, CO 80231",74,44,79
3232,"0 State Highway 420, Brasher Falls, NY 13613",4,0,28
3233,"1702 S 78th St, Tacoma, WA 98408",52,0,39
3234,"1109 Seneca Pl, Lewisville, TX 75067",39,0,0
3235,"1645 NW 91st St, Clive, IA 50325",46,0,63
3236,"6 Woodward St, Malone, NY 12953",24,0,26
3237,"4410 W 37th Ave, Denver, CO 80212",90,39,72
3238,"1 Rockhoff Rd, Escondido, CA 92026",0,14,0
3239,"360 Furman St APT 915, Brooklyn, NY 11201",0,100,0
3240,"124 Washington St, Keokuk, IA 52632",61,0,48
3241,"5525 E Atlantic Pl, Denver, CO 80222",74,48,73
3242,"2822 Avenue L, Fort Madison, IA 52627",60,0,52
3243,"1430 S Lafayette St, Denver, CO 80210",40,55,76
3244,"1518 NW 59th St, Seattle, WA 98107",94,54,80
3245,"1126 Catalina Blvd, San Diego, CA 92107",58,27,35
3246,"2807 Kings Hwy #1L, Brooklyn, NY 11229",0,0,0
3247,"5722 La Seyne Pl, San Jose, CA 95138",0,0,0
3248,"25518 Buffalo Springs Ct, Spring, TX 77373",13,0,30
3249,"39 Lawrence Dr APT D, White Plains, NY 10603",37,44,0
3250,"130 N Pearl St APT 1001, Denver, CO 80203",87,51,96
3251,"0 Ridge Ranch Rd, Valley Center, CA 92082",0,0,0
3252,"7106 Moat Cv, Austin, TX 78745",54,45,58
3253,"44 Haven Cir, Denison, TX 75020",9,0,22
3254,"30 Penny Royal Rd, Ballston Spa, NY 12020",12,0,0
3255,"512 NE 15th St, Grimes, IA 50111",18,0,33
3256,"7115 Humble Ct, Katy, TX 77493",0,0,29
3257,"2175 Calle Frescota, La Jolla, CA 92037",67,0,70
3258,"1610 Dry Creek Rd, San Jose, CA 95125",42,38,56
3259,"673 Heirloom Ct, San Jose, CA 95127",15,14,14
3260,"66-06 70th St #2B, Middle Village, NY 11379",0,0,0
3261,"13 Hob St, Newburgh, NY 12550",28,0,0
3262,"25814 Bearborough Dr, Spring, TX 77386",25,0,38
3263,"331 Rasa Dr, San Antonio, TX 78227",31,39,43
3264,"88 Bush St UNIT 3115, San Jose, CA 95126",91,68,88
3265,"6910 15th Ave NE, Seattle, WA 98115",89,68,84
3266,"17014 124th Avenue Ct E, Sumner, WA 98374",4,0,25
3267,"6114 S J St, Tacoma, WA 98408",40,0,55
3268,"2227 Windmill Palm Dr, Brookshire, TX 77423",0,0,25
3269,"1241 E 23rd St, Des Moines, IA 50317",63,33,50
3270,"5506 Basswood Ln, Austin, TX 78723",30,39,41
3271,"984 Cape Anita Pl, San Jose, CA 95133",29,46,62
3272,"The Olympic (380) Plan, Turner's Crossing - Americana Collection",0,0,17
3273,"3855 Heatherwood Dr, Beaumont, TX 77706",34,0,0
3274,"2136 San Dieguito Dr, Del Mar, CA 92014",48,0,31
3275,"3628 Mount Acomita Ave, San Diego, CA 92111",37,34,38
3276,"2733 Whispering Hills Dr #2733, San Jose, CA 95148",0,0,0
3277,"20223 125th Pl SE, Kent, WA 98031",7,12,0
3278,"3433 N Williams St, Denver, CO 80205",84,57,99
3279,"One Plan, Vive at Central Park",0,100,0
3280,"2236 NW 60th St, Seattle, WA 98107",93,52,84
3281,"9221 77th St, Jamaica, NY 11421",0,85,0
3282,"516 W Butler St, Gilmer, TX 75644",40,0,37
3283,"62 Stonykill Rd, Wappingers Falls, NY 12590",8,0,33
3284,"7154 E 4th Ave, Denver, CO 80220",78,36,66
3285,"134 Aspen Dr, Norwalk, IA 50211",21,0,25
3286,"100 Spring St, East Syracuse, NY 13057",38,0,40
3287,"15415 35th Ave W APT C203, Lynnwood, WA 98087",45,46,44
3288,"1903 Canal Dr, Bay City, TX 77414",0,0,25
3289,"1171 Curtner Ave, San Jose, CA 95125",60,38,57
3290,"5121 Patrick Henry St, Bellaire, TX 77401",45,49,41
3291,"1865 Creek Wood Dr, Dubuque, IA 52003",1,0,5
3292,"5949 Hillrose Dr, San Jose, CA 95123",30,28,69
3293,"8503 Myrtle Ave, Glendale, NY 11385",0,68,0
3294,"12685 Camino Mira Del Mar UNIT 151, San Diego, CA 92130",67,0,39
3295,"8840 Pinecrest Ave, San Diego, CA 92123",57,32,47
3296,"147 Toltec, San Antonio, TX 78237",59,46,43
3297,"1325 Fremont St, San Jose, CA 95126",72,50,77
3298,"116 Leonard Dr, Syracuse, NY 13209",32,14,36
3299,"2916 91st Ave SE, Lake Stevens, WA 98258",8,0,23
3300,"304 W Madison Ave, Fairfield, IA 52556",69,0,65
3301,"849 Rio Bravo Dr, Haslet, TX 76052",9,0,28
3302,"11593 Jaguar Ct, San Diego, CA 92131",8,0,7
3303,"2442 Prairie Rose Rdg, Muscatine, IA 52761",0,0,22
3304,"21518 Trail Ridge Dr, Escondido, CA 92029",0,0,15
3305,"16432 77th Rd, Fresh Meadows, NY 11366",0,73,0
3306,"11909 44th Dr SE, Everett, WA 98208",7,0,32
3307,"13827 123rd Ave NE #18-5, Lake Stevens, WA 98258",0,0,2
3308,"854 Calhoun St, San Jose, CA 95116",80,56,87
3309,"8200 Broken Branch Dr, Round Rock, TX 78681",10,0,32
3310,"12902 81st Avenue Ct E, Puyallup, WA 98373",7,0,18
3311,"2137 Liberty Ave, Missouri Valley, IA 51555",2,0,1
3312,"The Mill Valley - Painted Ladies Collection Plan, Parkwood Homes at Central Park",89,0,55
3313,"312 14th Ave, Gilbertville, IA 50634",33,0,32
3314,"460 S Marion Pkwy APT 1254, Denver, CO 80209",55,37,84
3315,"1555 Central St UNIT 303, Denver, CO 80211",95,74,84
3316,"4966 Knox Ct, Denver, CO 80221",64,39,67
3317,"3164 Willow Tree Ln, Escondido, CA 92027",5,22,3
3318,"620 S Newton St, Denver, CO 80219",59,40,63
3319,"4831 Capay Dr UNIT 4, San Jose, CA 95118",58,29,69
3320,"24201 8th Pl W, Bothell, WA 98021",11,0,19
3321,"5165 Calle Sandwaves UNIT 11, San Diego, CA 92154",9,27,25
3322,"1413 SE Delaware Ave APT 5, Ankeny, IA 50021",46,0,38
3323,"1215 Lawrence St APT 401, Port Townsend, WA 98368",80,0,0
3324,"28 Main St, Methow, WA 98834",7,0,23
3325,"3448 Olive St, San Diego, CA 92104",57,30,50
3326,"3030 NW 74th St, Seattle, WA 98117",50,41,76
3327,"10628 Story Ln, San Jose, CA 95127",17,20,17
3328,"409 S Lone Tree Rd, Spokane Valley, WA 99016",3,19,25
3329,"641 Sunbury Ln, Prosper, TX 75078",6,0,0
3330,"197 E North St, Ilion, NY 13357",48,0,49
3331,"600 S G St, Indianola, IA 50125",25,0,39
3332,"1613 Orange St, Beaumont, TX 77701",46,0,45
3333,"5770 Winfield Blvd SPACE 97, San Jose, CA 95123",55,33,73
3334,"1750 Wewatta St UNIT 513, Denver, CO 80202",91,85,90
3335,"3906 Palisades Pl W, University Place, WA 98466",19,0,0
3336,"1-1&2 S Ridge Rd, Merrill, IA 51038",0,0,14
3337,"736 Doris Dr, Encinitas, CA 92024",80,30,68
3338,"6059 Rossie Ln, Ferndale, WA 98248",4,0,17
3339,"195 Blossom Hill Rd LOT 228, San Jose, CA 95123",59,37,60
3340,"31277 218th Pl SE, Black Diamond, WA 98010",27,0,33
3341,"3673 Quarry Heights Ln NE, North Liberty, IA 52317",4,0,9
3342,"5672 Brook View Ave, Des Moines, IA 50317",7,0,24
3343,"1065 Magnolia Ave, Carlsbad, CA 92008",61,28,0
3344,"4035 Paducah Dr, San Diego, CA 92117",37,55,35
3345,"8100 W Quincy Ave APT N16, Denver, CO 80123",30,31,46
3346,"706 S Jupiter Rd APT 1307, Allen, TX 75002",48,0,0
3347,"547 Clay Hill Rd, Fort Ann, NY 12827",0,0,23
3348,"0 Dwight St, San Diego, CA 92105",84,48,56
3349,"Holland Plan, Painted Woods West",0,0,11
3350,"5430 La Jolla Blvd UNIT C202, La Jolla, CA 92037",80,32,51
3351,"2207 La Terrace Cir, San Jose, CA 95123",33,43,45
3352,"1024 Luther Ave, San Jose, CA 95126",90,60,86
3353,"0 E Venus Ln, South Padre Island, TX 78597",47,0,42
3354,"401 & 409 Pear Blossom Pl, Escondido, CA 92026",49,32,41
